,spacy_lem
3683,hello hello hi lou sorry take long 2 reply- leave mobile friend lancaster get bak neway m sorry couldnt ur bday 2 hun
3684,use soc use home ü dunno 2 type word ar
3685,dad say hurry hell
3686,wake   lt;#&gt   morning
3687,class bsn like   lt;#&gt   minute know advise
3688,great shoot big load ready
3689,meet lobby
3690,come tonight
3691,happen dear tell
3692,sir wait free
3693,have movie laptop
3694,texte finish long time ago shower er'ythe
3695,ok m sure time finish tomorrow wanna spend evening cos vewy vewy lubly love xxx
3696,hello request   lt;#&gt   rs.5 transfer
3697,tirupur   da
3698,winner specially select receive £ 1000 cash £ 2000 award speak live operator claim 087147123779am-7pm cost 10p
3699,s:)but luck.2 catch
3700,noe ü specify da domain nusstu ü sch
3701,oh ask fun haha care ü
3702,shall pouch
3703,hey loverboy love tell look picture ache feel leg fuck want need crave
3704,boy sweet word leave morning sigh go day love start study
3705,kent vale lor ü wait 4 ar
3706,ok good make money
3707,read gud habit nan bari hudgi yorge pataistha ertini kano:-
3708,aight want money
3709,free ringtone -sub weekly ringtone 1st week free send subpoly 81618-?3 week stop sms-08718727870
3710,ok.ok ok what ur today plan
3711,town v. important
3712,sorry pa not knw ru pa
3713,wat u
3714,meet ü rite home lor ü dun feel like comin ok
3715,oh pay outstanding commercial hasbro august jump hoop pay
3716,late tomorrow morning.take care sweet dream u ummifye bye
3717,network technical support associate
3718,going to rip uterus
3719,cool like swim pool jacuzzi house
3720,thank ringtone order reference number x49 mobile charge 4.50 tone arrive customer service 09065989182 colour = red]text[/colour]txtstar
3721,yeah gang ready
3722,blank blank wat blank lol
3723,movie collect car oredi
3724,leave orchard
3725,hi 2night ur lucky night uve invite 2 xchat uks wildest chat txt chat 86688 150p msgrcvdhg suite342/2land row w1j6hl ldn 18yr
3726,spl wat abt u whr ru
3727,chikku not ya free
3728,aldrine rakhesh ex rtm here.pls call.urgent
3729,search 4 happiness 1 d main source unhappiness accept life way come u find happiness moment u live
3730,home
3731,guess good excuse lol
3732,frnd necesity life imagine urself witout frnd hw'd u feel ur colleg wat'll u wth ur cell wat abt function thnk abt event espe'll care missed amp irritated u 4wrd dear love frnd wthout u not live jst takecare goodmorne
3733,gud mrng dear hav nice day
3734,old orchard near univ
3735,4 taco + 1 rajas burrito right
3736,it‘s £ 6 ok
3737,s street end library walk
3738,plz note call mobile co. amp ask u type lt;#&gt   lt;#&gt disconnect coz iz attempt terrorist use sim card itz confirmd nokia n motorola n verify cnn ibn
3739,stop ice cream
3740,stitch trouser
3741,da vijay go talk jaya tv
3742,2/2 146tf150p
3743,hey bored think u wat r u
3744,nah wednesday bring mini cheeto bag
3745,name penis girl story add
3746,aight let know going to usf
3747,lip sync shangela
3748,ü neva tell noe home da aft wat
3749,bit ur smile hppnss drop ur tear sorrow ur heart life heart like wil care u forevr goodfriend
3750,dear voucher holder 2 claim 1st class airport lounge pass holiday voucher 08704439680 book quote 1st class x 2
3751,buzz hey love think hope day go sleep miss babe long moment again*love smile
3752,haha sound crazy dunno tahan anot
3753,u early
3754,ya slow poo
3755,bloomberg -message center +447797706009 wait apply future http://career bloomberg.com
3756,m gloucesterroad uup later
3757,yes:)here tv available work place
3758,yes place town meet exciting adult single uk txt chat 86688 150p msg
3759,lol ouch wish stay bit long
3760,god ask forgiveness little child give lovely reply d wonderful fruit tree give hurt stone good night
3761,join   lt;#&gt   bus
3762,ask maybe message send glo
3763,free 1st week no1 nokia tone 4 ur mob week txt nokia 8007 txte tell ur mate www.getzed.co.uk pobox 36504 w45wq norm150p tone 16 +
3764,k.i send   lt;#&gt   min
3765,smoke help work difficult time
3766,u know ask date service 2 contact not guess 09058095107 reveal pobox 7 s3xy 150p
3767,yes.mum lookin strong
3768,sir goodmorning free
3769,
3770,gr8 message r u leave congrat dear school wat r ur plan
3771,love girl office wonder smile sore
3772,hi wlcome wonder got eat lion
3773,uncle timi help clear car
3774,come hostel m go sleep plz class hrishi
3775,ok bag
3776,hi speak maneesha v. like know satisfied experience reply toll free yes
3777,ok lor msg b4 u
3778,mila age23 blonde new uk look sex uk guy u like fun text mtalk 69866.18 30pp txt 1st 5free £ 1.50 increment help08718728876
3779,"fishrman wake early d mrng dark wait amp find sack ful stone strtd throwin thm in2 d sea 2 pass time atlast ju 1stone sun rise amp find tht r not stone diamond moral:""dont wake early d mrng good night"
3780,claim 200 shopping spree 08717895698 win mobstorequiz10ppm
3781,ur physics a-
3782,dear friend sorry late information today birthday love ar.praveesh detail log face book number + lt;#&gt not miss delicious treat
3783,r ü go send
3784,online transaction
3785,dear get train seat low seat
3786,let know need salad desert beer shall
3787,wat r u
3788,whore unbelievable
3789,want funk ur fone weekly new tone reply tones2u 2 text www.ringtones.co.uk original n good tone 3gbp network operator rate apply
3790,sure mean hold weed
3791,love know feel belly warm wish love shall meet dream ahmad adore kiss
3792,twink bear scallie skin jock call miss weekend fun 08712466669 10p min 2 stop text 08712460324(nat rate
3793,love want flood pretty pussy cum
3794,hey angry reply dr
3795,short cute good person not try prove .gud noon
3796,remember bead come
3797,thread wishlist section forum ppl post nitro request start page collect
3798,time history need comfort luxury sell price india onion rs lt;#&gt   petrol rs lt;#&gt   beer rs lt;#&gt   shesil   lt;#&gt
3799,feb   lt;#&gt   love u day send dis ur value frnd evn 3 come u'll gt marry d person u luv u ignore dis u lose ur luv 4 evr
3800,actually nvm get hella cash   lt;#&gt ish
3801,try contact reply offer video handset 750 anytime network min unlimited text camcorder reply 08000930705
3802,ok armand
3803,da happy sit na
3804,yup song bro creative neva test quality say check review online
3805,dude fake frnd get money tht y reffere u u member wit mail link u vl credit   lt;#&gt rs il getie   lt;#&gt rs draw acc wen   lt;#&gt rs
3806,dude makin weirdy brownie sister awesome cookie take pic
3807,urgent try contact weekend draw show win £ 900 prize guarantee 09061701851 claim code k61 valid 12hour
3808,pls not restrict eat anythin like day
3809,mm ask come
3810,funeral home audrey dad
3811,aight text address
3812,excellent wish right
3813,yep fine 7.30 8.30 ice age
3814,pls will not belive god.not jesus
3815,dunno wat 4
3816,chikku k wat abt tht guy stop irritate msge u
3817,long
3818,number vivek
3819,74355 xma iscoming ur award £ 500 cd gift voucher free entry 2 r £ 100 weekly draw txt music 87066 tnc
3820,sorry brah finish exam
3821,got arrest possession shit   lt;time&gt   pm
3822,right space want need start issue go suggest set definite there-- greece maybe ready
3823,normal
3824,protect e threat sib ask sensitive information like password atm sm pin email share password anybody
3825,miss desparate record message leave day listen hear sound voice love
3826,hi online yahoo like chat someday
3827,goodmorning grandfather expire leave today
3828,congratulation u claim 2 vip row ticket 2 c blu concert november blu gift guarantee 09061104276 claim ts&c www.smsco.net cost£3.75max
3829,yuou work get pc mom find spot work need
3830,sure come bit
3831,agree stop thinkin ipad ask macho question
3832,let pool money buy bunch lotto ticket win lt;#&gt u lt;#&gt deal
3833,ok
3834,askd u question hour answer
3835,watch tv lor nice like lor
3836,think chennai forgot come auction
3837,ü come n pick 530 ar
3838,early bird purchase
3839,go pay rent bank authorise payment
3840,erm ill pick 6.45pm time park
3841,hey mate s u honey?did u ave good holiday gimmi de goss!x
3842,howz pain.it come today.do say ystrday.ice medicine
3843,chile   lt;decimal&gt   hour drive come time sublet feb april audition season
3844,yes ammae life take lot turn sit try hold steering
3845,yeah think lemme know goin later
3846,mmmm not wait lick
3847,pls today   lt;#&gt not want excuse
3848,fantasy football tv sky gamestar sky active play £ 250k dream team scoring start saturday register now!sky opt 88088
3849,plz tell an bslvyl send fullonsms.com
3850,u town
3851,look forward sex cuddling sleep
3852,rounder:)so require
3853,true k u knw dis lt;#&gt
3854,nt worry 1 day big lambu ji vl come til enjoy batchlor party:-
3855,oh ya get hip hop open haha think jazz zoom cine actually tonight free leh kb lesson tonight
3856,free msg single find partner area 1000s real people wait chat now!send chat 62220cncl send stopcs 08717890890£1.50 msg
3857,ok tomorrow
3858,find diff farm shop buy cheese way
3859,r u work
3860,win new harry potter order phoenix book 5 reply harry answer 5 question chance reader
3861,yep like pink furniture tho
3862,free msg ringtone!from http://tms widelive.com/index wml?id=1b6a5ecef91ff9 37819&first = true18:0430 jul-05
3863,customer place wil cal u sir
3864,oh god find number glad text xafter msgs cst std ntwk chg £ 1.50
3865,pure hearted person wonderful smile make enemy feel guilty enemy catch world smile goodmorning amp smiley sunday
3866,thats alrite girl u know gail neva wrong!!take care sweet dont worry.c u l8tr hun!love yaxxx
3867,theoretically yeah able come
3868,alright hook guy
3869,know people town
3870,let math good
3871,oh ok wait 4 lect not finish
3872,yeah usual guy town definitely people know
3873,join today formally.pls praying.will talk later
3874,happy sad thing past is- good morning
3875,multimedia message e mail
3876,okie scare u fat u dun wan
3877,u message
3878,sorry sir tomorrow   senthil.hsbc
3879,need person na
3880,leave vague say inform person account delay rent discuss housing agency rent place check online place usc   lt;#&gt  
3881,hi juan m come home fri hey course expect welcome party lot present ill phone u load love nicky x x x x x x x x x
3882,plz tell an bslvyl send fullonsms.com
3883,short cute good person not try prove .gud noon
3884,gumby special   lt;#&gt cheese pizza $ 2 know doin tonight
3885,link picture send use http://alto18.co.uk/wave/wave.asp?o=44345
3886,like personal sized
3887,great aunt anniversary party tarpon spring
3888,cab available.they pick drop door step
3889,ok care.umma
3890,unlimited text limited minute
3891,double min 1000 txt orange tariff late motorola sonyericsson nokia bluetooth free mobileupd8 08000839402 call2optout hf8
3892,problem spend lot quality time
3893,urgent 2nd attempt contact u. £ 900 prize yesterday await collection claim 09061702893 acl03530150pm
3894,hear week
3895,dear dave final notice collect 4 tenerife holiday 5000 cash award 09061743806 landline tcs sae box326 cw25wx 150ppm
3896,yes   practice
3897,tell u 2 09066358152 claim £ 5000 prize u 2 enter ur mobile personal detail prompt careful
3898,thank wonderful
3899,time job na tuition
3900,ü mean confirm tot juz oni ok
3901,okie
3902,depend like treat
3903,right brah later
3904,wait e car 4 mum lor u leh reach home
3905,2004 account 07xxxxxxxxx show 786 unredeemed point claim 08719181259 identifier code xxxxx expire 26.03.05
3906,want new video handset 750 anytime network min half price line rental camcorder reply 08000930705 delivery tomorrow
3907,go fast asleep dear.take care
3908,mean fat head
3909,sound like plan cardiff cold sit radiator
3910,like proper tongue
3911,she.s good wonder will not hi she. smile cope long distance
3912,noe da car later c lar wear short
3913,important customer service announcement freephone 0800 542 0825
3914,yeah lol
3915,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
3916,ard 530 lor ok message ü lor
3917,ok c u
3918,eh ur laptop get stock lei mon muz come look c get
3919,need ke qi ü bored izzit y suddenly thk
3920,wish think going to snow flurry usually melt hit ground eek snow lt;#&gt bear
3921,free > ringtone reply real poly eg real1 1 pushbutton 2 dontcha 3 babygoodbye 4 golddigger 5 webeburnin 1st tone free 6 u join £ 3 wk
3922,1 thing change sentence want 2 concentrate educational career m leave
3923,oh perform write paper movie home midnight huh
3924,okay lor let ah coz know later drop card box right
3925,izzit rain
3926,have trouble sleep
3927,not add ü right
